cve	scorev3	vector	upstream_fix_phrase	summary	link	filter_reason
CVE-2024-50102	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  x86: fix user address masking non-canonical speculation issue  It turns out that AMD has a "Meltdown Lite(tm)" issue with non-canonical accesses in kernel space.  And so using just the high bit to decide whether an access is in user space or kernel space ends up with the good old "leak speculative data" if you have the right gadget using the result:    CVE-2020-12965 “Transient Execution of Non-Canonical Accesses“  Now, the kernel surrounds the access with a STAC/CLAC pair, and those instructions end up serializing execution on older Zen architectures, which closes the speculation window.  But that was true only up until Zen 5, which renames the AC bit [1]. That improves performance of STAC/CLAC a lot, but also means that the speculation window is now open.  Note that this affects not just the new address masking, but also the regular valid_user_address() check used by access_ok(), and the asm version of the sign bit check in the get_user() helpers.  It does not affect put_user() or clear_user() variants, since there's no speculative result to be used in a gadget for those operations.	https://nvd.nist.gov/vuln/detail/CVE-2024-50102	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50137	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  reset: starfive: jh71x0: Fix accessing the empty member on JH7110 SoC  data->asserted will be NULL on JH7110 SoC since commit 82327b127d41 ("reset: starfive: Add StarFive JH7110 reset driver") was added. Add the judgment condition to avoid errors when calling reset_control_status on JH7110 SoC.	https://nvd.nist.gov/vuln/detail/CVE-2024-50137	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50138	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  bpf: Use raw_spinlock_t in ringbuf  The function __bpf_ringbuf_reserve is invoked from a tracepoint, which disables preemption. Using spinlock_t in this context can lead to a "sleep in atomic" warning in the RT variant. This issue is illustrated in the example below:  BUG: sleeping function called from invalid context at kernel/locking/spinlock_rt.c:48 in_atomic(): 1, irqs_disabled(): 0, non_block: 0, pid: 556208, name: test_progs preempt_count: 1, expected: 0 RCU nest depth: 1, expected: 1 INFO: lockdep is turned off. Preemption disabled at: [<ffffd33a5c88ea44>] migrate_enable+0xc0/0x39c CPU: 7 PID: 556208 Comm: test_progs Tainted: G Hardware name: Qualcomm SA8775P Ride (DT) Call trace:  dump_backtrace+0xac/0x130  show_stack+0x1c/0x30  dump_stack_lvl+0xac/0xe8  dump_stack+0x18/0x30  __might_resched+0x3bc/0x4fc  rt_spin_lock+0x8c/0x1a4  __bpf_ringbuf_reserve+0xc4/0x254  bpf_ringbuf_reserve_dynptr+0x5c/0xdc  bpf_prog_ac3d15160d62622a_test_read_write+0x104/0x238  trace_call_bpf+0x238/0x774  perf_call_bpf_enter.isra.0+0x104/0x194  perf_syscall_enter+0x2f8/0x510  trace_sys_enter+0x39c/0x564  syscall_trace_enter+0x220/0x3c0  do_el0_svc+0x138/0x1dc  el0_svc+0x54/0x130  el0t_64_sync_handler+0x134/0x150  el0t_64_sync+0x17c/0x180  Switch the spinlock to raw_spinlock_t to avoid this error.	https://nvd.nist.gov/vuln/detail/CVE-2024-50138	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50146	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  net/mlx5e: Don't call cleanup on profile rollback failure  When profile rollback fails in mlx5e_netdev_change_profile, the netdev profile var is left set to NULL. Avoid a crash when unloading the driver by not calling profile->cleanup in such a case.  This was encountered while testing, with the original trigger that the wq rescuer thread creation got interrupted (presumably due to Ctrl+C-ing modprobe), which gets converted to ENOMEM (-12) by mlx5e_priv_init, the profile rollback also fails for the same reason (signal still active) so the profile is left as NULL, leading to a crash later in _mlx5e_remove.   [  732.473932] mlx5_core 0000:08:00.1: E-Switch: Unload vfs: mode(OFFLOADS), nvfs(2), necvfs(0), active vports(2)  [  734.525513] workqueue: Failed to create a rescuer kthread for wq "mlx5e": -EINTR  [  734.557372] mlx5_core 0000:08:00.1: mlx5e_netdev_init_profile:6235:(pid 6086): mlx5e_priv_init failed, err=-12  [  734.559187] mlx5_core 0000:08:00.1 eth3: mlx5e_netdev_change_profile: new profile init failed, -12  [  734.560153] workqueue: Failed to create a rescuer kthread for wq "mlx5e": -EINTR  [  734.589378] mlx5_core 0000:08:00.1: mlx5e_netdev_init_profile:6235:(pid 6086): mlx5e_priv_init failed, err=-12  [  734.591136] mlx5_core 0000:08:00.1 eth3: mlx5e_netdev_change_profile: failed to rollback to orig profile, -12  [  745.537492] BUG: kernel NULL pointer dereference, address: 0000000000000008  [  745.538222] #PF: supervisor read access in kernel mode <snipped>  [  745.551290] Call Trace:  [  745.551590]  <TASK>  [  745.551866]  ? __die+0x20/0x60  [  745.552218]  ? page_fault_oops+0x150/0x400  [  745.555307]  ? exc_page_fault+0x79/0x240  [  745.555729]  ? asm_exc_page_fault+0x22/0x30  [  745.556166]  ? mlx5e_remove+0x6b/0xb0 [mlx5_core]  [  745.556698]  auxiliary_bus_remove+0x18/0x30  [  745.557134]  device_release_driver_internal+0x1df/0x240  [  745.557654]  bus_remove_device+0xd7/0x140  [  745.558075]  device_del+0x15b/0x3c0  [  745.558456]  mlx5_rescan_drivers_locked.part.0+0xb1/0x2f0 [mlx5_core]  [  745.559112]  mlx5_unregister_device+0x34/0x50 [mlx5_core]  [  745.559686]  mlx5_uninit_one+0x46/0xf0 [mlx5_core]  [  745.560203]  remove_one+0x4e/0xd0 [mlx5_core]  [  745.560694]  pci_device_remove+0x39/0xa0  [  745.561112]  device_release_driver_internal+0x1df/0x240  [  745.561631]  driver_detach+0x47/0x90  [  745.562022]  bus_remove_driver+0x84/0x100  [  745.562444]  pci_unregister_driver+0x3b/0x90  [  745.562890]  mlx5_cleanup+0xc/0x1b [mlx5_core]  [  745.563415]  __x64_sys_delete_module+0x14d/0x2f0  [  745.563886]  ? kmem_cache_free+0x1b0/0x460  [  745.564313]  ? lockdep_hardirqs_on_prepare+0xe2/0x190  [  745.564825]  do_syscall_64+0x6d/0x140  [  745.565223]  entry_SYSCALL_64_after_hwframe+0x4b/0x53  [  745.565725] RIP: 0033:0x7f1579b1288b	https://nvd.nist.gov/vuln/detail/CVE-2024-50146	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50157	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  RDMA/bnxt_re: Avoid CPU lockups due fifo occupancy check loop  Driver waits indefinitely for the fifo occupancy to go below a threshold as soon as the pacing interrupt is received. This can cause soft lockup on one of the processors, if the rate of DB is very high.  Add a loop count for FPGA and exit the __wait_for_fifo_occupancy_below_th if the loop is taking more time. Pacing will be continuing until the occupancy is below the threshold. This is ensured by the checks in bnxt_re_pacing_timer_exp and further scheduling the work for pacing based on the fifo occupancy.	https://nvd.nist.gov/vuln/detail/CVE-2024-50157	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50177	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: fix a UBSAN warning in DML2.1  When programming phantom pipe, since cursor_width is explicity set to 0, this causes calculation logic to trigger overflow for an unsigned int triggering the kernel's UBSAN check as below:  [   40.962845] UBSAN: shift-out-of-bounds in /tmp/amd.EfpumTkO/amd/amdgpu/../display/dc/dml2/dml21/src/dml2_core/dml2_core_dcn4_calcs.c:3312:34 [   40.962849] shift exponent 4294967170 is too large for 32-bit type 'unsigned int' [   40.962852] CPU: 1 PID: 1670 Comm: gnome-shell Tainted: G        W  OE      6.5.0-41-generic #41~22.04.2-Ubuntu [   40.962854] Hardware name: Gigabyte Technology Co., Ltd. X670E AORUS PRO X/X670E AORUS PRO X, BIOS F21 01/10/2024 [   40.962856] Call Trace: [   40.962857]  <TASK> [   40.962860]  dump_stack_lvl+0x48/0x70 [   40.962870]  dump_stack+0x10/0x20 [   40.962872]  __ubsan_handle_shift_out_of_bounds+0x1ac/0x360 [   40.962878]  calculate_cursor_req_attributes.cold+0x1b/0x28 [amdgpu] [   40.963099]  dml_core_mode_support+0x6b91/0x16bc0 [amdgpu] [   40.963327]  ? srso_alias_return_thunk+0x5/0x7f [   40.963331]  ? CalculateWatermarksMALLUseAndDRAMSpeedChangeSupport+0x18b8/0x2790 [amdgpu] [   40.963534]  ? srso_alias_return_thunk+0x5/0x7f [   40.963536]  ? dml_core_mode_support+0xb3db/0x16bc0 [amdgpu] [   40.963730]  dml2_core_calcs_mode_support_ex+0x2c/0x90 [amdgpu] [   40.963906]  ? srso_alias_return_thunk+0x5/0x7f [   40.963909]  ? dml2_core_calcs_mode_support_ex+0x2c/0x90 [amdgpu] [   40.964078]  core_dcn4_mode_support+0x72/0xbf0 [amdgpu] [   40.964247]  dml2_top_optimization_perform_optimization_phase+0x1d3/0x2a0 [amdgpu] [   40.964420]  dml2_build_mode_programming+0x23d/0x750 [amdgpu] [   40.964587]  dml21_validate+0x274/0x770 [amdgpu] [   40.964761]  ? srso_alias_return_thunk+0x5/0x7f [   40.964763]  ? resource_append_dpp_pipes_for_plane_composition+0x27c/0x3b0 [amdgpu] [   40.964942]  dml2_validate+0x504/0x750 [amdgpu] [   40.965117]  ? dml21_copy+0x95/0xb0 [amdgpu] [   40.965291]  ? srso_alias_return_thunk+0x5/0x7f [   40.965295]  dcn401_validate_bandwidth+0x4e/0x70 [amdgpu] [   40.965491]  update_planes_and_stream_state+0x38d/0x5c0 [amdgpu] [   40.965672]  update_planes_and_stream_v3+0x52/0x1e0 [amdgpu] [   40.965845]  ? srso_alias_return_thunk+0x5/0x7f [   40.965849]  dc_update_planes_and_stream+0x71/0xb0 [amdgpu]  Fix this by adding a guard for checking cursor width before triggering the size calculation.	https://nvd.nist.gov/vuln/detail/CVE-2024-50177	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50178	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  cpufreq: loongson3: Use raw_smp_processor_id() in do_service_request()  Use raw_smp_processor_id() instead of plain smp_processor_id() in do_service_request(), otherwise we may get some errors with the driver enabled:   BUG: using smp_processor_id() in preemptible [00000000] code: (udev-worker)/208  caller is loongson3_cpufreq_probe+0x5c/0x250 [loongson3_cpufreq]	https://nvd.nist.gov/vuln/detail/CVE-2024-50178	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50225	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  btrfs: fix error propagation of split bios  The purpose of btrfs_bbio_propagate_error() shall be propagating an error of split bio to its original btrfs_bio, and tell the error to the upper layer. However, it's not working well on some cases.  * Case 1. Immediate (or quick) end_bio with an error  When btrfs sends btrfs_bio to mirrored devices, btrfs calls btrfs_bio_end_io() when all the mirroring bios are completed. If that btrfs_bio was split, it is from btrfs_clone_bioset and its end_io function is btrfs_orig_write_end_io. For this case, btrfs_bbio_propagate_error() accesses the orig_bbio's bio context to increase the error count.  That works well in most cases. However, if the end_io is called enough fast, orig_bbio's (remaining part after split) bio context may not be properly set at that time. Since the bio context is set when the orig_bbio (the last btrfs_bio) is sent to devices, that might be too late for earlier split btrfs_bio's completion.  That will result in NULL pointer dereference.  That bug is easily reproducible by running btrfs/146 on zoned devices [1] and it shows the following trace.  [1] You need raid-stripe-tree feature as it create "-d raid0 -m raid1" FS.    BUG: kernel NULL pointer dereference, address: 0000000000000020   #PF: supervisor read access in kernel mode   #PF: error_code(0x0000) - not-present page   PGD 0 P4D 0   Oops: Oops: 0000 [#1] PREEMPT SMP PTI   CPU: 1 UID: 0 PID: 13 Comm: kworker/u32:1 Not tainted 6.11.0-rc7-BTRFS-ZNS+ #474   Hardware name: Bochs Bochs, BIOS Bochs 01/01/2011   Workqueue: writeback wb_workfn (flush-btrfs-5)   RIP: 0010:btrfs_bio_end_io+0xae/0xc0 [btrfs]   BTRFS error (device dm-0): bdev /dev/mapper/error-test errs: wr 2, rd 0, flush 0, corrupt 0, gen 0   RSP: 0018:ffffc9000006f248 EFLAGS: 00010246   RAX: 0000000000000000 RBX: ffff888005a7f080 RCX: ffffc9000006f1dc   RDX: 0000000000000000 RSI: 000000000000000a RDI: ffff888005a7f080   RBP: ffff888011dfc540 R08: 0000000000000000 R09: 0000000000000001   R10: ffffffff82e508e0 R11: 0000000000000005 R12: ffff88800ddfbe58   R13: ffff888005a7f080 R14: ffff888005a7f158 R15: ffff888005a7f158   FS:  0000000000000000(0000) GS:ffff88803ea80000(0000) knlGS:0000000000000000   CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033   CR2: 0000000000000020 CR3: 0000000002e22006 CR4: 0000000000370ef0   DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000   DR3: 0000000000000000 DR6: 00000000fffe0ff0 DR7: 0000000000000400   Call Trace:    <TASK>    ? __die_body.cold+0x19/0x26    ? page_fault_oops+0x13e/0x2b0    ? _printk+0x58/0x73    ? do_user_addr_fault+0x5f/0x750    ? exc_page_fault+0x76/0x240    ? asm_exc_page_fault+0x22/0x30    ? btrfs_bio_end_io+0xae/0xc0 [btrfs]    ? btrfs_log_dev_io_error+0x7f/0x90 [btrfs]    btrfs_orig_write_end_io+0x51/0x90 [btrfs]    dm_submit_bio+0x5c2/0xa50 [dm_mod]    ? find_held_lock+0x2b/0x80    ? blk_try_enter_queue+0x90/0x1e0    __submit_bio+0xe0/0x130    ? ktime_get+0x10a/0x160    ? lockdep_hardirqs_on+0x74/0x100    submit_bio_noacct_nocheck+0x199/0x410    btrfs_submit_bio+0x7d/0x150 [btrfs]    btrfs_submit_chunk+0x1a1/0x6d0 [btrfs]    ? lockdep_hardirqs_on+0x74/0x100    ? __folio_start_writeback+0x10/0x2c0    btrfs_submit_bbio+0x1c/0x40 [btrfs]    submit_one_bio+0x44/0x60 [btrfs]    submit_extent_folio+0x13f/0x330 [btrfs]    ? btrfs_set_range_writeback+0xa3/0xd0 [btrfs]    extent_writepage_io+0x18b/0x360 [btrfs]    extent_write_locked_range+0x17c/0x340 [btrfs]    ? __pfx_end_bbio_data_write+0x10/0x10 [btrfs]    run_delalloc_cow+0x71/0xd0 [btrfs]    btrfs_run_delalloc_range+0x176/0x500 [btrfs]    ? find_lock_delalloc_range+0x119/0x260 [btrfs]    writepage_delalloc+0x2ab/0x480 [btrfs]    extent_write_cache_pages+0x236/0x7d0 [btrfs]    btrfs_writepages+0x72/0x130 [btrfs]    do_writepages+0xd4/0x240    ? find_held_lock+0x2b/0x80    ? wbc_attach_and_unlock_inode+0x12c/0x290    ? wbc_attach_and_unlock_inode+0x12c/0x29 ---truncated---	https://nvd.nist.gov/vuln/detail/CVE-2024-50225	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50277	4.7	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  dm: fix a crash if blk_alloc_disk fails  If blk_alloc_disk fails, the variable md->disk is set to an error value. cleanup_mapped_device will see that md->disk is non-NULL and it will attempt to access it, causing a crash on this statement "md->disk->private_data = NULL;".	https://nvd.nist.gov/vuln/detail/CVE-2024-50277	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50289	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  media: av7110: fix a spectre vulnerability  As warned by smatch: 	drivers/staging/media/av7110/av7110_ca.c:270 dvb_ca_ioctl() warn: potential spectre issue 'av7110->ci_slot' [w] (local cap)  There is a spectre-related vulnerability at the code. Fix it.	https://nvd.nist.gov/vuln/detail/CVE-2024-50289	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50304	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  ipv4: ip_tunnel: Fix suspicious RCU usage warning in ip_tunnel_find()  The per-netns IP tunnel hash table is protected by the RTNL mutex and ip_tunnel_find() is only called from the control path where the mutex is taken.  Add a lockdep expression to hlist_for_each_entry_rcu() in ip_tunnel_find() in order to validate that the mutex is held and to silence the suspicious RCU usage warning [1].  [1] WARNING: suspicious RCU usage 6.12.0-rc3-custom-gd95d9a31aceb #139 Not tainted ----------------------------- net/ipv4/ip_tunnel.c:221 RCU-list traversed in non-reader section!!  other info that might help us debug this:  rcu_scheduler_active = 2, debug_locks = 1 1 lock held by ip/362:  #0: ffffffff86fc7cb0 (rtnl_mutex){+.+.}-{3:3}, at: rtnetlink_rcv_msg+0x377/0xf60  stack backtrace: CPU: 12 UID: 0 PID: 362 Comm: ip Not tainted 6.12.0-rc3-custom-gd95d9a31aceb #139 Hardware name: Bochs Bochs, BIOS Bochs 01/01/2011 Call Trace:  <TASK>  dump_stack_lvl+0xba/0x110  lockdep_rcu_suspicious.cold+0x4f/0xd6  ip_tunnel_find+0x435/0x4d0  ip_tunnel_newlink+0x517/0x7a0  ipgre_newlink+0x14c/0x170  __rtnl_newlink+0x1173/0x19c0  rtnl_newlink+0x6c/0xa0  rtnetlink_rcv_msg+0x3cc/0xf60  netlink_rcv_skb+0x171/0x450  netlink_unicast+0x539/0x7f0  netlink_sendmsg+0x8c1/0xd80  ____sys_sendmsg+0x8f9/0xc20  ___sys_sendmsg+0x197/0x1e0  __sys_sendmsg+0x122/0x1f0  do_syscall_64+0xbb/0x1d0  entry_SYSCALL_64_after_hwframe+0x77/0x7f	https://nvd.nist.gov/vuln/detail/CVE-2024-50304	filtered-vector-low-criticality: LOCAL scorev3<7
